Year,Treatment,Block,Stand,Plot,Diam.,Ht.,Spec.,Class
1993,1,3,A3,2,10,0,Cw,1
1993,1,3,A3,2,14,0,Ukc,2
1993,1,3,A3,2,23,0,At,1
1993,1,3,A3,2,16,0,Uk,2
1993,1,3,A3,2,24,0,Uk,3
1993,1,3,A3,3,29,34,At,1
1993,1,3,A3,3,11,0,Uk,2
1993,1,3,A3,3,28,0,Ep,2
1993,1,3,A3,3,10,0,Uk,2
1993,1,3,A3,3,12,0,Ep,1
1993,1,3,A3,3,26,0,Uk,2
1993,1,3,A3,3,13,0,Cw,1
1993,1,3,A3,3,13,0,Cw,2
1993,1,3,A3,3,23,0,Ep,1
1993,1,3,A3,3,25,14,Ep,1
1993,1,3,A3,3,18,35,Bl,1
1993,1,3,A3,3,18,18,Ep,1
1993,1,3,A3,3,14,0,Ukc,3
1993,1,3,A3,3,20,12,Ep,1
1993,1,3,A3,3,14,10,Hw,1
1993,1,3,A3,3,28,30,Hw,1
1993,1,3,A3,3,17,23,Ep,1
1993,1,3,A3,3,16,0,At,1
1993,1,3,A3,3,22,0,At,1
1993,1,3,A3,3,18,28,Ep,1
1993,1,3,A3,3,20,0,Uk,3
1993,1,3,A3,3,26,0,Uk,2
1993,1,3,A3,3,13,0,Cw,1
1993,1,3,A3,3,15,0,Uk,4
1993,1,3,A3,3,17,0,Ukc,3
1993,1,3,A3,3,12,0,Uk,3
1993,1,3,A3,3,22,0,Hw,2
1993,1,3,A3,3,17,0,Cw,2
1993,1,3,A3,3,28,25,At,1
1993,1,3,A3,3,18,33,Bl,1
1993,1,3,A3,3,26,0,Ep,4
1993,1,3,A3,3,26,26,Ep,1
1993,1,3,A3,4,26,32,Ep,1
1993,1,3,A3,4,14,21,Ep,1
1993,1,3,A3,4,22,22,Ep,1
1993,1,3,A3,4,14,0,Hw,1
1993,1,3,A3,4,10,0,Uk,2
1993,1,3,A3,4,11,8,Ep,1
1993,1,3,A3,4,23,19,Ep,1
1993,1,3,A3,4,19,50,Ep,1
1993,1,3,A3,4,24,22,Ep,1
1993,1,3,A3,4,12,0,Cw,1
1993,1,3,A3,4,19,0,Cw,1
1993,1,3,A3,4,10,5,Ep,1
1993,1,3,A3,4,13,0,Cw,1
1993,1,3,A3,4,25,0,Hw,1
1993,1,3,A3,4,11,0,Cw,2
1993,1,3,A3,4,10,10,Hw,1
1993,1,3,A3,4,69,20,Ac,2
1993,1,3,A3,4,15,10,Cw,1
1993,1,3,A3,4,10,0,Cw,1
1993,1,3,A3,4,23,0,Ep,1
1993,1,3,A3,4,30,29,Ep,1
1993,1,3,A3,4,12,10,Ep,1
1993,1,3,A3,5,13,14,Hw,1
1993,1,3,A3,5,37,0,Ep,1
1993,1,3,A3,5,14,44,Sx,1
1993,1,3,A3,5,50,0,Cw,1
1993,1,3,A3,5,14,20,Hw,1
1993,1,3,A3,5,20,0,Hw,1
1993,1,3,A3,5,21,0,Ukc,2
1993,1,3,A3,5,13,12,Hw,1
1993,1,3,A3,5,18,0,Ep,1
1993,1,3,A3,5,20,0,At,1
1993,1,3,A3,5,24,0,Ep,1
1993,1,3,A3,5,12,10,Hw,1
1993,1,3,A3,5,18,57,Ep,1
1993,1,3,A3,5,22,0,Hw,1
1993,1,3,A3,5,14,44,Bl,1
1993,1,3,A3,5,13,25,Hw,1
1993,1,3,A3,5,17,12,Hw,1
1993,1,3,A3,5,10,5,Hw,1
1993,1,3,A3,5,13,0,Hw,1
1993,1,3,A3,5,11,5,Hw,1
1993,1,3,A3,5,29,0,Cw,2
1993,1,3,A3,5,17,27,Ep,1
1993,1,3,A3,5,10,25,Hw,1
1993,1,3,A3,5,10,35,Hw,1
1993,1,3,A3,5,11,45,Hw,1
1993,1,3,A3,5,11,45,Hw,1
1993,1,3,A3,5,11,19,Hw,1
1993,1,3,A3,5,12,29,Hw,1
1993,1,3,A3,5,16,0,Ep,1
1993,1,3,A3,5,11,47,Hw,1
1993,1,3,A3,5,24,34,Hw,1
1993,1,3,A3,5,15,58,Hw,1
1993,1,3,A3,5,11,0,Hw,1
1993,1,3,A3,5,10,8,Ep,1
1993,1,3,A3,5,13,58,Ep,1
1993,1,3,A3,5,10,0,Ep,1
1993,1,3,A3,6,21,0,Ep,1
1993,1,3,A3,6,13,0,Ep,1
1993,1,3,A3,6,19,0,Hw,1
1993,1,3,A3,6,34,0,Ep,1
1993,1,3,A3,6,17,17,Ep,1
1993,1,3,A3,6,11,12,Cw,1
1993,1,3,A3,6,14,0,Cw,2
1993,1,3,A3,6,29,0,Uk,2
1993,1,3,A3,6,47,0,Cw,2
1993,1,3,A3,6,15,12,Pl,1
1993,1,3,A3,6,12,0,Ep,2
1993,1,3,A3,6,13,12,Ep,1
1993,1,3,A3,6,10,0,Uk,2
1993,1,3,A3,6,14,0,Hw,2
1993,1,3,A3,6,16,0,Uk,2
1993,1,3,A3,6,20,0,Ep,1
1993,1,3,A3,6,13,0,Cw,1
1993,1,3,A3,6,12,0,Hw,1
1993,1,3,A3,6,10,0,Cw,1
1993,1,3,A3,6,26,0,Uk,3
1993,1,3,A3,6,22,0,Ep,1
1993,1,3,A3,6,18,0,Ep,1
1993,1,3,A3,6,20,0,Ep,1
1993,1,3,A3,6,38,0,Hw,1
1993,1,3,A3,7,25,18,Ac,1
1993,1,3,A3,7,30,0,Ac,1
1993,1,3,A3,7,17,0,Ac,1
1993,1,3,A3,7,19,20,Ac,1
1993,1,3,A3,7,12,5,Uk,2
1993,1,3,A3,7,10,0,Hw,1
1993,1,3,A3,7,12,0,Ukd,2
1993,1,3,A3,7,23,0,Ukc,3
1993,1,3,A3,7,18,0,Ep,2
1993,1,3,A3,7,14,33,Ep,1
1993,1,3,A3,7,28,0,Hw,1
1993,1,3,A3,7,16,0,Ep,4
1993,1,3,A3,7,11,0,Hw,1
1993,1,3,A3,7,17,5,Ep,1
1993,1,3,A3,7,20,27,Ep,1
1993,1,3,A3,7,13,0,Uk,3
1993,1,3,A3,7,10,8,Hw,1
1993,1,3,A3,7,13,0,Ukc,3
1993,1,3,A3,7,17,0,Ep,1
1993,1,3,A3,7,17,0,Ep,1
1993,1,3,A3,7,13,0,Ep,1
1993,1,3,A3,7,10,5,Hw,1
1993,1,3,A3,7,14,0,Hw,1
1993,1,3,A3,7,22,21,Ep,1
1993,1,3,A3,7,11,23,Hw,1
1993,1,3,A3,7,10,10,Cw,1
1993,1,3,A3,7,24,0,Ep,3
1993,1,3,A3,7,14,20,Ep,1
1993,1,3,A3,7,37,0,Uk,4
1993,1,3,A3,8,13,4,Cw,1
1993,1,3,A3,8,23,26,Ep,1
1993,1,3,A3,8,14,0,Ep,1
1993,1,3,A3,8,11,27,Ep,1
1993,1,3,A3,8,19,17,Ep,1
1993,1,3,A3,8,24,0,Ep,2
1993,1,3,A3,8,15,23,Cw,1
1993,1,3,A3,8,16,10,Hw,1
1993,1,3,A3,8,19,15,Cw,1
1993,1,3,A3,8,13,5,Ep,1
1993,1,3,A3,8,25,0,Ep,1
1993,1,3,A3,8,11,30,Cw,1
1993,1,3,A3,8,15,0,Ep,1
1993,1,3,A3,8,20,0,Uk,2
1993,1,3,A3,8,29,5,Ep,1
1993,1,3,A3,8,13,0,Cw,2
1993,1,3,A3,8,24,0,Uk,3
1993,1,3,A3,8,10,10,Cw,1
1993,1,3,A3,8,19,0,Ep,1
1993,1,3,A3,8,19,0,Ep,2
1993,1,3,A3,8,21,0,Ep,2
1993,1,3,A3,8,11,0,Ep,1
1993,1,3,A3,8,16,0,Uk,3
1993,1,3,A3,8,11,0,Ep,1
1993,1,3,A3,8,16,0,Ep,1
1993,1,3,A3,8,17,0,Ep,1
1993,1,3,A3,8,14,0,Cw,1
1993,1,3,A3,8,39,0,Cw,1
1993,1,3,A3,8,12,0,Hw,1
1993,1,3,A3,8,14,12,Cw,1
1993,1,3,A3,8,16,14,Hw,1
1993,1,3,A3,9,10,15,Ep,1
1993,1,3,A3,9,10,0,Ep,1
1993,1,3,A3,9,32,0,Ep,2
1993,1,3,A3,9,15,15,Ukc,3
1993,1,3,A3,9,14,0,Cw,1
1993,1,3,A3,9,13,0,Cw,1
1993,1,3,A3,9,14,0,Uk,2
1993,1,3,A3,9,11,0,Cw,1
1993,1,3,A3,9,17,51,Ep,1
1993,1,3,A3,9,19,65,Ep,1
1993,1,3,A3,9,19,57,Ep,1
1993,1,3,A3,9,19,25,Ep,1
1993,1,3,A3,9,11,8,Ep,1
1993,1,3,A3,9,14,25,Hw,1
1993,1,3,A3,9,20,17,Ep,1
1993,1,3,A3,9,13,5,Ukc,2
1993,1,3,A3,9,21,20,Hw,1
1993,1,3,A3,9,22,0,Uk,4
1993,1,3,A3,9,15,0,Ep,3
1993,1,3,A3,9,13,0,Hw,1
1993,1,3,A3,9,24,16,Ep,1
1993,1,3,A3,9,10,0,Ep,1
1993,1,3,A3,9,14,25,Ep,1
1993,1,3,A3,9,10,19,Ep,1
1993,1,3,A3,9,17,45,Ep,1
1993,1,3,A3,9,19,65,Ep,1
1993,1,3,A3,9,17,38,Ep,1
1993,1,3,A3,10,18,0,Uk,4
1993,1,3,A3,10,54,0,Uk,3
1993,1,3,A3,10,61,0,Uk,2
1993,1,3,A3,10,21,0,Uk,2
1993,1,3,A3,10,25,0,Ep,2
1993,1,3,A3,10,18,0,Ep,2
1993,1,3,A3,10,14,0,Cw,1
1993,1,3,A3,10,29,14,Ep,1
1993,1,3,A3,10,31,0,Ep,2
1993,1,3,A3,10,12,0,Hw,1
1993,1,3,A3,10,35,0,Ac,1
1993,1,3,A3,10,39,0,Ukd,3
1993,1,3,A3,10,11,0,Ep,1
1993,1,3,A3,10,12,0,Ep,1
1993,1,3,A3,10,12,0,Hw,1
1993,1,3,A3,10,14,0,Sx,1
1993,1,3,A3,10,14,0,Ep,1
1993,1,3,A3,10,20,0,Ep,1
1993,1,3,A3,10,19,0,Ep,2
1993,1,3,A3,10,32,0,Ep,2
1993,1,3,A3,10,21,0,Ep,2
1993,1,3,A3,10,15,0,Cw,2
1993,1,3,A3,10,10,0,Ep,2
1993,1,3,A3,10,15,0,Hw,1
1993,1,3,A3,10,31,0,Ep,1
1993,1,3,A3,10,10,30,Ep,1
1993,1,3,A3,10,26,0,Uk,3
1993,3,3,C3,1,11,15,Hw,2
1993,3,3,C3,1,13,15,Hw,2
1993,3,3,C3,1,16,18,Hw,2
1993,3,3,C3,1,14,0,Hw,2
1993,3,3,C3,1,27,50,Hw,2
1993,3,3,C3,1,30,55,Bl,2
1993,3,3,C3,1,14,10,Hw,2
1993,3,3,C3,1,11,42,Hw,2
1993,3,3,C3,1,13,0,Hw,2
1993,3,3,C3,1,12,0,Uk,3
1993,3,3,C3,2,39,0,Bl,2
1993,3,3,C3,2,13,15,Ep,1
1993,3,3,C3,2,27,0,Hw,3
1993,3,3,C3,2,10,17,Ukd,4
1993,3,3,C3,2,12,28,Ukc,3
1993,3,3,C3,2,11,0,Bl,3
1993,3,3,C3,2,11,0,Bl,2
1993,3,3,C3,3,22,28,Ukc,3
1993,3,3,C3,3,16,17,Ukc,3
1993,3,3,C3,3,17,0,Ukc,4
1993,3,3,C3,3,30,0,Uk,4
1993,3,3,C3,3,26,12,Ukc,3
1993,3,3,C3,3,24,23,Ukc,3
1993,3,3,C3,3,10,15,Hw,2
1993,3,3,C3,3,10,80,Sx,1
1993,3,3,C3,3,15,17,Hw,2
1993,3,3,C3,3,16,10,Uk,3
1993,3,3,C3,3,10,0,Uk,4
1993,3,3,C3,3,47,21,Sx,2
1993,3,3,C3,3,24,0,Hw,2
1993,3,3,C3,3,21,0,Uk,4
1993,3,3,C3,3,14,12,Uk,4
1993,3,3,C3,3,16,16,Uk,4
1993,3,3,C3,3,42,17,Sx,2
1993,3,3,C3,3,10,10,Bl,2
1993,3,3,C3,3,16,28,Uk,3
1993,3,3,C3,3,27,0,Uk,4
1993,3,3,C3,4,13,24,Uk,3
1993,3,3,C3,4,47,0,Ukc,3
1993,3,3,C3,4,13,41,Bl,2
1993,3,3,C3,4,35,0,Ukc,4
1993,3,3,C3,4,44,0,Ukc,4
1993,3,3,C3,4,10,95,Hw,2
1993,3,3,C3,4,19,34,Ukc,3
1993,3,3,C3,4,47,0,Sx,2
1993,3,3,C3,4,24,0,Hw,2
1993,3,3,C3,4,14,33,Hw,2
1993,3,3,C3,4,12,40,Hw,1
1993,3,3,C3,4,12,20,Hw,2
1993,3,3,C3,4,10,0,Uk,4
1993,3,3,C3,4,10,0,Bl,2
1993,3,3,C3,4,23,18,Sx,2
1993,3,3,C3,4,29,0,Ac,3
1993,3,3,C3,4,28,27,Ac,4
1993,3,3,C3,4,45,0,Sx,3
1993,3,3,C3,4,12,31,Uk,3
1993,3,3,C3,5,24,0,Ukd,3
1993,3,3,C3,5,10,0,Hw,1
1993,3,3,C3,5,11,0,Hw,1
1993,3,3,C3,5,12,30,Hw,1
1993,3,3,C3,5,12,0,Hw,1
1993,3,3,C3,5,14,0,Hw,1
1993,3,3,C3,5,10,0,Hw,1
1993,3,3,C3,5,12,38,Hw,1
1993,3,3,C3,5,24,0,Uk,4
1993,3,3,C3,5,11,0,Hw,1
1993,3,3,C3,5,10,0,Hw,1
1993,3,3,C3,5,11,2,Hw,1
1993,3,3,C3,5,10,0,Hw,1
1993,3,3,C3,5,14,0,Hw,1
1993,3,3,C3,5,12,0,Hw,1
1993,3,3,C3,5,17,0,Hw,1
1993,3,3,C3,5,38,15,Bl,2
1993,3,3,C3,5,11,25,Cw,1
1993,3,3,C3,6,58,0,Uk,4
1993,3,3,C3,6,23,0,Uk,4
1993,3,3,C3,6,42,15,Hw,2
1993,3,3,C3,6,23,0,Uk,4
1993,3,3,C3,6,29,0,Uk,3
1993,3,3,C3,6,11,0,Uk,2
1993,3,3,C3,6,27,18,Ukc,2
1993,3,3,C3,6,22,0,Uk,2
1993,3,3,C3,6,47,17,Hw,1
1993,3,3,C3,6,27,0,Ukc,3
1993,3,3,C3,6,11,0,Uk,3
1993,3,3,C3,6,32,15,Ukc,3
1993,3,3,C3,6,12,14,Cw,2
1993,3,3,C3,6,11,21,Bl,2
1993,3,3,C3,6,35,25,Hw,1
1993,3,3,C3,6,29,0,Uk,3
1993,3,3,C3,6,17,23,Uk,3
1993,3,3,C3,6,12,26,Uk,3
1993,3,3,C3,7,11,40,Sx,1
1993,3,3,C3,7,18,33,Ukc,2
1993,3,3,C3,7,11,48,Hw,1
1993,3,3,C3,7,11,19,Hw,1
1993,3,3,C3,7,11,0,Hw,2
1993,3,3,C3,7,10,38,Hw,1
1993,3,3,C3,7,13,0,Uk,4
1993,3,3,C3,7,11,12,Ukc,3
1993,3,3,C3,7,66,0,Uk,3
1993,3,3,C3,7,23,120,Hw,2
1993,3,3,C3,7,18,29,Ukc,2
1993,3,3,C3,7,10,0,Bl,1
1993,3,3,C3,7,12,0,Ukc,3
1993,3,3,C3,7,18,0,Ukc,3
1993,3,3,C3,7,45,43,Uk,4
1993,3,3,C3,7,16,21,Uk,3
1993,3,3,C3,7,25,0,Uk,4
1993,3,3,C3,7,14,26,Ukc,2
1993,3,3,C3,8,31,0,Ukc,4
1993,3,3,C3,8,31,0,Uk,4
1993,3,3,C3,8,21,0,Bl,1
1993,3,3,C3,8,10,5,Bl,1
1993,3,3,C3,8,30,0,Ukc,3
1993,3,3,C3,8,16,0,Ukc,2
1993,3,3,C3,8,14,0,Cw,1
1993,3,3,C3,8,11,80,Hw,1
1993,3,3,C3,8,14,0,Uk,4
1993,3,3,C3,8,22,0,Hw,2
1993,3,3,C3,8,28,0,Uk,3
1993,3,3,C3,8,43,24,Hw,2
1993,3,3,C3,8,14,17,Hw,1
1993,3,3,C3,8,14,25,Hw,1
1993,3,3,C3,8,12,10,Hw,1
1993,3,3,C3,9,12,35,Uk,2
1993,3,3,C3,9,16,0,Ukc,3
1993,3,3,C3,9,10,37,ALDER,1
1993,3,3,C3,9,23,0,Uk,4
1993,3,3,C3,9,17,32,Bl,2
1993,3,3,C3,9,19,0,Uk,3
1993,3,3,C3,9,17,13,Ukc,3
1993,3,3,C3,9,13,19,Uk,3
1993,3,3,C3,9,14,0,Uk,3
1993,3,3,C3,9,14,0,Uk,4
1993,3,3,C3,9,31,0,Uk,4
1993,3,3,C3,9,26,49,Bl,2
1993,3,3,C3,9,15,45,Bl,2
1993,3,3,C3,9,25,18,Bl,2
1993,3,3,C3,9,30,0,Uk,4
1993,3,3,C3,9,12,0,Uk,3
1993,3,3,C3,9,30,95,Sx,1
1993,3,3,C3,9,18,29,Ukc,3
1993,3,3,C3,9,16,48,Ukc,3
1993,3,3,C3,9,20,17,Uk,3
1993,3,3,C3,10,10,0,Uk,3
1993,3,3,C3,10,10,0,Uk,3
1993,3,3,C3,10,16,0,Hw,1
1993,3,3,C3,10,17,0,Uk,3
1993,3,3,C3,10,17,0,Ukd,3
1993,3,3,C3,10,20,0,Ukd,3
1993,3,3,C3,10,15,0,Uk,3
1993,3,3,C3,10,10,33,Hw,1
1993,3,3,C3,10,21,32,Hw,1
1993,3,3,C3,10,14,22,Hw,1
1993,3,3,C3,10,11,51,Hw,1
1993,3,3,C3,10,11,28,Hw,1
1993,3,3,C3,10,10,54,Hw,1
1993,3,3,C3,10,14,0,Uk,3
1993,3,3,C3,10,10,20,Sx,1
1993,3,3,C3,10,12,0,Cw,1
1993,3,3,C3,10,10,0,Hw,3
1993,3,3,C3,10,24,0,Ukc,3
1993,3,3,C3,10,17,0,Uk,4
1993,3,3,C3,10,10,9,Hw,1
1993,3,3,C3,10,17,10,Hw,1
1993,3,3,C3,10,16,0,Sx,1
1993,4,2,C1,1,12,22,Hw,1
1993,4,2,C1,1,15,12,Hw,1
1993,4,2,C1,1,13,0,Sx,1
1993,4,2,C1,1,18,0,Ukd,2
1993,4,2,C1,1,12,0,Uk,4
1993,4,2,C1,1,10,0,Uk,4
1993,4,2,C1,1,17,26,Sx,1
1993,4,2,C1,1,22,0,Hw,2
1993,4,2,C1,1,12,9,Sx,2
1993,4,2,C1,2,15,26,At,2
1993,4,2,C1,2,16,31,Cw,1
1993,4,2,C1,2,41,0,Uk,3
1993,4,2,C1,2,22,0,Uk,4
1993,4,2,C1,2,22,54,At,1
1993,4,2,C1,2,21,0,Uk,3
1993,4,2,C1,2,43,0,Ukc,2
1993,4,2,C1,2,22,73,Hw,1
1993,4,2,C1,2,12,0,Ukd,2
1993,4,2,C1,2,21,13,Uk,3
1993,4,2,C1,2,28,0,At,2
1993,4,2,C1,2,14,13,Ukd,3
1993,4,2,C1,2,16,5,Ep,2
1993,4,2,C1,2,25,25,Ukd,2
1993,4,2,C1,2,20,12,Uk,2
1993,4,2,C1,2,18,31,Hw,1
1993,4,2,C1,2,18,0,Uk,3
1993,4,2,C1,2,17,0,Hw,2
1993,4,2,C1,2,24,34,Sx,1
1993,4,2,C1,2,16,5,Ep,2
1993,4,2,C1,2,23,0,At,2
1993,4,2,C1,2,10,0,Uk,2
1993,4,2,C1,2,24,5,Uk,3
1993,4,2,C1,2,14,0,Uk,3
1993,4,2,C1,3,12,0,Bl,3
1993,4,2,C1,3,22,0,Hw,2
1993,4,2,C1,3,14,115,Hw,2
1993,4,2,C1,3,19,80,Hw,1
1993,4,2,C1,3,21,85,Hw,1
1993,4,2,C1,3,22,45,Hw,1
1993,4,2,C1,3,22,22,Ep,1
1993,4,2,C1,3,18,0,Uk,3
1993,4,2,C1,3,27,19,Ukc,4
1993,4,2,C1,3,17,16,Ep,3
1993,4,2,C1,3,12,0,Uk,4
1993,4,2,C1,3,12,0,Ukd,2
1993,4,2,C1,3,29,25,Hw,2
1993,4,2,C1,3,14,13,Uk,3
1993,4,2,C1,3,22,22,Hw,2
1993,4,2,C1,3,21,0,Hw,2
1993,4,2,C1,3,15,23,Hw,2
1993,4,2,C1,3,21,20,Uk,2
1993,4,2,C1,3,14,0,Uk,3
1993,4,2,C1,3,17,28,Ukd,2
1993,4,2,C1,3,15,0,Uk,4
1993,4,2,C1,3,18,0,Uk,3
1993,4,2,C1,3,18,5,Uk,3
1993,4,2,C1,3,18,0,Uk,3
1993,4,2,C1,3,20,90,Hw,1
1993,4,2,C1,3,20,33,Ep,1
1993,4,2,C1,3,18,80,Hw,1
1993,4,2,C1,3,20,26,Hw,2
1993,4,2,C1,4,26,52,Ac,1
1993,4,2,C1,4,21,0,At,2
1993,4,2,C1,4,14,12,Hw,1
1993,4,2,C1,4,16,0,Hw,1
1993,4,2,C1,4,17,0,Ep,2
1993,4,2,C1,4,21,10,Hw,2
1993,4,2,C1,4,21,32,At,2
1993,4,2,C1,4,30,0,Uk,4
1993,4,2,C1,4,15,0,Hw,2
1993,4,2,C1,4,11,0,Ukc,2
1993,4,2,C1,4,12,0,Ukc,3
1993,4,2,C1,4,14,0,At,2
1993,4,2,C1,4,11,5,Ukc,2
1993,4,2,C1,4,21,0,Hw,2
1993,4,2,C1,5,33,0,Uk,3
1993,4,2,C1,5,23,0,Ep,1
1993,4,2,C1,5,32,0,Cw,2
1993,4,2,C1,5,55,0,Cw,4
1993,4,2,C1,5,15,20,Ukc,3
1993,4,2,C1,5,21,5,Ukc,2
1993,4,2,C1,5,12,0,Ep,3
1993,4,2,C1,5,28,0,Ac,2
1993,4,2,C1,5,61,21,Cw,2
1993,4,2,C1,5,54,0,Uk,4
1993,4,2,C1,5,64,0,Uk,4
1993,4,2,C1,5,18,0,Ukd,4
1993,4,2,C1,5,55,0,Uk,4
1993,4,2,C1,5,21,0,Uk,4
1993,4,2,C1,5,24,0,Uk,4
1993,4,2,C1,5,22,0,Uk,4
1993,4,2,C1,5,19,0,Ukd,2
1993,4,2,C1,6,13,17,Hw,1
1993,4,2,C1,6,16,13,Hw,1
1993,4,2,C1,6,16,43,Sx,1
1993,4,2,C1,6,17,15,Uk,3
1993,4,2,C1,6,11,5,Uk,2
1993,4,2,C1,6,24,100,Hw,1
1993,4,2,C1,6,15,18,Hw,1
1993,4,2,C1,6,10,0,Ukc,4
1993,4,2,C1,6,10,0,Uk,3
1993,4,2,C1,6,13,0,Hw,1
1993,4,2,C1,6,22,13,Hw,2
1993,4,2,C1,6,11,0,Uk,4
1993,4,2,C1,6,14,0,Ukc,2
1993,4,2,C1,6,12,5,Hw,2
1993,4,2,C1,7,13,36,Hw,1
1993,4,2,C1,7,16,0,Uk,3
1993,4,2,C1,7,18,0,Ep,4
1993,4,2,C1,7,10,0,Bl,1
1993,4,2,C1,7,17,26,Ep,3
1993,4,2,C1,7,30,13,Ukc,3
1993,4,2,C1,7,26,56,At,2
1993,4,2,C1,7,34,0,Uk,3
1993,4,2,C1,7,11,46,Ep,2
1993,4,2,C1,7,11,47,Ep,2
1993,4,2,C1,7,17,0,Hw,2
1993,4,2,C1,7,13,30,Hw,1
1993,4,2,C1,7,15,16,Ukc,3
1993,4,2,C1,7,13,40,Hw,1
1993,4,2,C1,7,10,2,Hw,1
1993,4,2,C1,7,10,0,Hw,2
1993,4,2,C1,8,16,61,Hw,1
1993,4,2,C1,8,12,20,Uk,3
1993,4,2,C1,8,22,85,Hw,1
1993,4,2,C1,8,27,10,Ukc,2
1993,4,2,C1,8,22,45,Hw,1
1993,4,2,C1,8,19,0,Hw,2
1993,4,2,C1,8,14,5,Hw,3
1993,4,2,C1,8,17,3,Ukc,3
1993,4,2,C1,8,41,0,Uk,4
1993,4,2,C1,8,19,80,Hw,3
1993,4,2,C1,8,26,15,Ukc,3
1993,4,2,C1,8,10,0,Ukc,3
1993,4,2,C1,8,13,10,Uk,3
1993,4,2,C1,8,18,40,Hw,2
1993,4,2,C1,8,13,31,Ukc,3
1993,4,2,C1,8,22,15,Ukc,4
1993,4,2,C1,8,17,5,Ukc,3
1993,4,2,C1,8,15,44,Hw,1
1993,4,2,C1,8,14,5,Ukc,3
1993,4,2,C1,8,14,19,Ukd,2
1993,4,2,C1,8,11,70,Hw,3
1993,4,2,C1,8,14,180,Hw,1
1993,4,2,C1,8,10,0,Hw,4
1993,4,2,C1,8,12,0,Ukc,4
1993,4,2,C1,8,37,0,Uk,4
1993,4,2,C1,9,10,9,Hw,2
1993,4,2,C1,9,10,0,Ukc,4
1993,4,2,C1,9,11,0,Ukc,3
1993,4,2,C1,9,30,0,Uk,4
1993,4,2,C1,9,14,0,Hw,2
1993,4,2,C1,9,13,15,Hw,1
1993,4,2,C1,9,10,40,Hw,3
1993,4,2,C1,9,20,34,Ukc,3
1993,4,2,C1,9,14,0,Uk,3
1993,4,2,C1,9,10,0,Uk,3
1993,4,2,C1,9,10,32,Cw,1
1993,4,2,C1,9,16,0,Ukc,2
1993,4,2,C1,9,23,30,Hw,1
1993,4,2,C1,9,21,95,Hw,1
1993,4,2,C1,9,15,0,Uk,3
1993,4,2,C1,9,16,0,Hw,3
1993,4,2,C1,9,13,0,Hw,3
1993,4,2,C1,9,16,0,Hw,3
1993,4,2,C1,9,14,5,Uk,3
1993,4,2,C1,9,10,33,Ukd,3
1993,4,2,C1,10,13,15,Hw,2
1993,4,2,C1,10,14,17,Uk,3
1993,4,2,C1,10,10,16,Hw,4
1993,4,2,C1,10,11,20,Hw,2
1993,4,2,C1,10,25,0,Hw,3
1993,4,2,C1,10,22,120,Sx,1
1993,4,2,C1,10,10,110,Bl,1
1993,4,2,C1,10,15,120,Hw,1
1993,4,2,C1,10,10,28,Hw,2
1993,4,2,C1,10,24,45,Hw,1
1993,4,2,C1,10,36,0,Uk,4
1993,4,2,C1,10,12,90,Hw,1
1993,4,2,C1,10,16,50,Hw,1
1993,4,2,C1,10,16,25,Hw,2
1993,4,2,C1,10,19,25,Hw,2
1993,4,2,C1,10,11,0,Hw,4
1993,4,2,C1,10,12,130,Hw,1
1993,4,2,C1,10,14,56,Hw,1
1993,4,2,C1,10,10,48,Hw,1
1993,4,2,C1,10,23,0,Uk,4
1993,1,1,A1,1,11,0,Cw,1
1993,1,1,A1,1,14,0,Hw,1
1993,1,1,A1,1,14,11,Uk,2
1993,1,1,A1,1,19,0,Uk,3
1993,1,1,A1,1,16,0,Uk,2
1993,1,1,A1,1,12,0,Ukd,2
1993,1,1,A1,1,19,0,Uk,2
1993,1,1,A1,1,12,0,Cw,1
1993,1,1,A1,1,12,0,Pl,1
1993,1,1,A1,1,17,0,At,1
1993,1,1,A1,1,13,0,Uk,2
1993,1,1,A1,1,13,0,Uk,2
1993,1,1,A1,1,19,0,Uk,4
1993,1,1,A1,1,11,7,Uk,2
1993,1,1,A1,1,10,0,Cw,1
1993,1,1,A1,1,12,5,Cw,1
1993,1,1,A1,1,22,0,At,1
1993,1,1,A1,1,11,0,Cw,1
1993,1,1,A1,1,28,0,Cw,3
1993,1,1,A1,1,17,16,Pl,1
1993,1,1,A1,1,27,0,Cw,2
1993,1,1,A1,1,37,0,At,1
1993,1,1,A1,1,12,29,Hw,1
1993,1,1,A1,1,18,0,At,1
1993,1,1,A1,1,14,0,Uk,3
1993,1,1,A1,1,10,8,Uk,2
1993,1,1,A1,1,15,0,Ep,1
1993,1,1,A1,1,14,5,Ukd,2
1993,1,1,A1,1,12,0,Hw,1
1993,1,1,A1,1,11,10,Cw,1
1993,1,1,A1,1,11,8,Ukc,2
1993,4,1,B1,4,10,12,Uk,2
1993,4,1,B1,4,12,0,Uk,4
1993,4,1,B1,4,11,0,Uk,3
1993,4,1,B1,4,29,7,Uk,3
1993,4,1,B1,4,23,4,Uk,2
1993,4,1,B1,4,34,0,Uk,4
1993,4,1,B1,4,20,12,Uk,3
1993,4,1,B1,4,11,27,Ep,1
1993,4,1,B1,4,19,0,Uk,2
1993,4,1,B1,4,27,0,Uk,4
1993,4,1,B1,4,17,15,Uk,4
1993,4,1,B1,4,17,0,Uk,4
1993,4,1,B1,4,13,0,Uk,4
1993,4,1,B1,4,12,19,Hw,1
